order_date_col,order categorical feature 1,order categorical feature 2,order categorical feature 3,join_col
1991-12-23,order categorical feature 1 #1,order categorical feature 2 #1012,order categorical feature 3 #122,8651
1991-12-23,order categorical feature 1 #1,order categorical feature 2 #1012,order categorical feature 3 #73,8492
1991-12-23,order categorical feature 1 #1,order categorical feature 2 #6208,order categorical feature 3 #73,8397
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #2442,order categorical feature 3 #449,8744
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #2442,order categorical feature 3 #73,8416
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #1586,order categorical feature 3 #488,8743
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #2756,order categorical feature 3 #350,8748
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #2756,order categorical feature 3 #477,6633
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #5569,order categorical feature 3 #279,852
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #8311,order categorical feature 3 #206,7419
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #3965,order categorical feature 3 #298,8753
1991-12-23,order categorical feature 1 #4,order categorical feature 2 #3965,order categorical feature 3 #334,8148
1991-12-23,order categorical feature 1 #1,order categorical feature 2 #4328,order categorical feature 3 #496,7755
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #8180,order categorical feature 3 #112,8741
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #7165,order categorical feature 3 #280,1173
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #5298,order categorical feature 3 #284,8296
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #1031,order categorical feature 3 #489,8596
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #6344,order categorical feature 3 #420,7200
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #4091,order categorical feature 3 #329,6729
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #5478,order categorical feature 3 #103,8740
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #161,order categorical feature 3 #469,5417
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #1219,order categorical feature 3 #287,8737
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #5668,order categorical feature 3 #21,8747
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #5641,order categorical feature 3 #122,8647
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #4212,order categorical feature 3 #424,8729
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #783,order categorical feature 3 #231,2154
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #357,order categorical feature 3 #15,8739
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #253,order categorical feature 3 #73,8499
1991-12-22,order categorical feature 1 #6,order categorical feature 2 #253,order categorical feature 3 #475,8738
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #7711,order categorical feature 3 #429,7569
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2036,order categorical feature 3 #496,6438
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2036,order categorical feature 3 #180,1608
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2036,order categorical feature 3 #449,8736
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #5474,order categorical feature 3 #423,8728
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #5167,order categorical feature 3 #428,8733
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #5167,order categorical feature 3 #211,8732
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #5167,order categorical feature 3 #487,8731
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2637,order categorical feature 3 #449,8730
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2637,order categorical feature 3 #400,4955
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #4726,order categorical feature 3 #424,5845
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #7181,order categorical feature 3 #446,7015
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #6058,order categorical feature 3 #19,5863
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #4070,order categorical feature 3 #294,8721
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #1345,order categorical feature 3 #130,6059
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #1345,order categorical feature 3 #130,6736
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #1345,order categorical feature 3 #144,8722
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #1260,order categorical feature 3 #428,8735
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #1260,order categorical feature 3 #368,8734
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #3019,order categorical feature 3 #112,7230
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #3019,order categorical feature 3 #105,8720
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #342,order categorical feature 3 #385,5753
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #1465,order categorical feature 3 #449,8723
1991-12-22,order categorical feature 1 #1,order categorical feature 2 #1465,order categorical feature 3 #68,8051
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #3703,order categorical feature 3 #333,5806
1991-12-22,order categorical feature 1 #4,order categorical feature 2 #2659,order categorical feature 3 #423,8727
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #5828,order categorical feature 3 #426,8718
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #7132,order categorical feature 3 #113,3917
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4895,order categorical feature 3 #298,8717
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4895,order categorical feature 3 #70,8649
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #2204,order categorical feature 3 #430,5952
1991-12-21,order categorical feature 1 #8,order categorical feature 2 #1718,order categorical feature 3 #126,8411
1991-12-21,order categorical feature 1 #8,order categorical feature 2 #1718,order categorical feature 3 #288,5946
1991-12-21,order categorical feature 1 #8,order categorical feature 2 #1718,order categorical feature 3 #143,8716
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #7157,order categorical feature 3 #423,8703
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #7592,order categorical feature 3 #112,7149
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #3487,order categorical feature 3 #254,8715
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #884,order categorical feature 3 #130,7009
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #884,order categorical feature 3 #426,8714
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #8491,order categorical feature 3 #15,8713
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #4568,order categorical feature 3 #18,8710
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #4568,order categorical feature 3 #355,8709
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #8454,order categorical feature 3 #27,8352
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #7687,order categorical feature 3 #73,8398
1991-12-21,order categorical feature 1 #6,order categorical feature 2 #7427,order categorical feature 3 #139,8708
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #7927,order categorical feature 3 #442,6855
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #2915,order categorical feature 3 #131,2054
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #3045,order categorical feature 3 #103,7845
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #2143,order categorical feature 3 #176,7486
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #3677,order categorical feature 3 #66,8706
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #3677,order categorical feature 3 #73,8275
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #6740,order categorical feature 3 #83,5606
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #2518,order categorical feature 3 #431,8704
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #8838,order categorical feature 3 #442,4486
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #8890,order categorical feature 3 #298,7836
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4802,order categorical feature 3 #426,8702
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #6123,order categorical feature 3 #27,5327
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #5880,order categorical feature 3 #423,8648
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #3268,order categorical feature 3 #46,3753
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #9099,order categorical feature 3 #105,8701
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #3579,order categorical feature 3 #430,7381
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #5449,order categorical feature 3 #342,8700
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #4721,order categorical feature 3 #84,8441
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4299,order categorical feature 3 #433,8699
1991-12-21,order categorical feature 1 #1,order categorical feature 2 #4299,order categorical feature 3 #449,8698
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4359,order categorical feature 3 #256,8705
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4359,order categorical feature 3 #135,7408
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #6473,order categorical feature 3 #400,4540
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #4741,order categorical feature 3 #489,6459
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #8584,order categorical feature 3 #401,4754
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #3456,order categorical feature 3 #54,8697
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #3456,order categorical feature 3 #239,1678
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #9051,order categorical feature 3 #22,8696
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #9051,order categorical feature 3 #346,8695
1991-12-21,order categorical feature 1 #4,order categorical feature 2 #9051,order categorical feature 3 #104,8693
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #749,order categorical feature 3 #66,8684
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #8307,order categorical feature 3 #489,5852
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #7184,order categorical feature 3 #84,8691
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #2828,order categorical feature 3 #329,6097
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #3218,order categorical feature 3 #406,8687
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #3218,order categorical feature 3 #135,8688
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #3218,order categorical feature 3 #19,5049
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #3218,order categorical feature 3 #73,8415
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #8183,order categorical feature 3 #45,8686
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #8227,order categorical feature 3 #302,8685
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #6246,order categorical feature 3 #195,4115
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #5554,order categorical feature 3 #296,8683
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #3899,order categorical feature 3 #443,8682
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #8414,order categorical feature 3 #429,8681
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #1003,order categorical feature 3 #446,8427
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #6379,order categorical feature 3 #10,1644
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #199,order categorical feature 3 #329,8294
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #1606,order categorical feature 3 #214,5751
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #1989,order categorical feature 3 #424,8633
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #5004,order categorical feature 3 #132,1258
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #5004,order categorical feature 3 #112,7360
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #5004,order categorical feature 3 #122,8420
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #68,order categorical feature 3 #134,8677
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #6270,order categorical feature 3 #443,8667
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #133,order categorical feature 3 #104,8675
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #2374,order categorical feature 3 #459,5964
1991-12-20,order categorical feature 1 #4,order categorical feature 2 #2374,order categorical feature 3 #346,4450
1991-12-20,order categorical feature 1 #1,order categorical feature 2 #1284,order categorical feature 3 #314,6155
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #6532,order categorical feature 3 #425,8666
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #6532,order categorical feature 3 #492,3675
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #8887,order categorical feature 3 #112,8674
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #8887,order categorical feature 3 #429,8673
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #2306,order categorical feature 3 #333,8664
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #7594,order categorical feature 3 #20,8662
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #5217,order categorical feature 3 #302,5583
1991-12-19,order categorical feature 1 #1,order categorical feature 2 #9164,order categorical feature 3 #122,8660
1991-12-19,order categorical feature 1 #1,order categorical feature 2 #9164,order categorical feature 3 #17,6752
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #8669,order categorical feature 3 #89,4751
1991-12-19,order categorical feature 1 #3,order categorical feature 2 #3055,order categorical feature 3 #64,8661
1991-12-19,order categorical feature 1 #3,order categorical feature 2 #3709,order categorical feature 3 #68,6112
1991-12-19,order categorical feature 1 #1,order categorical feature 2 #1887,order categorical feature 3 #18,8573
1991-12-19,order categorical feature 1 #1,order categorical feature 2 #9082,order categorical feature 3 #67,8671
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #8925,order categorical feature 3 #195,8584
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #8206,order categorical feature 3 #423,8488
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #7085,order categorical feature 3 #443,8583
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #7085,order categorical feature 3 #426,8582
1991-12-19,order categorical feature 1 #4,order categorical feature 2 #7311,order categorical feature 3 #423,8614
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #6364,order categorical feature 3 #110,8128
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #6364,order categorical feature 3 #73,8395
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #6364,order categorical feature 3 #176,7496
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #7431,order categorical feature 3 #223,8581
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #7431,order categorical feature 3 #282,8580
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #7431,order categorical feature 3 #463,6540
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #7431,order categorical feature 3 #304,8579
1991-12-18,order categorical feature 1 #6,order categorical feature 2 #101,order categorical feature 3 #82,8578
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #101,order categorical feature 3 #355,8577
1991-12-18,order categorical feature 1 #3,order categorical feature 2 #101,order categorical feature 3 #54,8299
1991-12-18,order categorical feature 1 #8,order categorical feature 2 #2839,order categorical feature 3 #111,8670
1991-12-18,order categorical feature 1 #8,order categorical feature 2 #2839,order categorical feature 3 #114,4792
1991-12-18,order categorical feature 1 #8,order categorical feature 2 #2839,order categorical feature 3 #346,7780
1991-12-18,order categorical feature 1 #1,17881949349,order categorical feature 3 #122,5304
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #1201,order categorical feature 3 #134,8669
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #391,order categorical feature 3 #206,8576
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #9024,order categorical feature 3 #228,7304
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #6494,order categorical feature 3 #19,5202
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #6494,order categorical feature 3 #333,6211
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #547,order categorical feature 3 #333,8574
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #547,order categorical feature 3 #202,8575
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5718,order categorical feature 3 #70,8572
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5718,order categorical feature 3 #246,8571
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5718,order categorical feature 3 #342,957
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #8797,order categorical feature 3 #325,7459
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5823,order categorical feature 3 #297,6028
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #3945,order categorical feature 3 #307,1636
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #675,order categorical feature 3 #414,5700
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #6066,order categorical feature 3 #283,7211
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #3308,order categorical feature 3 #489,5902
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5408,order categorical feature 3 #489,8570
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #7729,order categorical feature 3 #315,8569
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #452,order categorical feature 3 #91,8690
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #8493,order categorical feature 3 #148,6952
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #5105,order categorical feature 3 #19,8124
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #5105,order categorical feature 3 #70,8668
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5938,order categorical feature 3 #426,8568
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #6084,order categorical feature 3 #299,6734
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #6110,order categorical feature 3 #241,6880
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #660,order categorical feature 3 #45,6817
1991-12-18,order categorical feature 1 #6,order categorical feature 2 #2558,order categorical feature 3 #183,2376
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #703,order categorical feature 3 #385,6764
1991-12-18,order categorical feature 1 #1,order categorical feature 2 #1255,order categorical feature 3 #400,4705
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #3608,order categorical feature 3 #429,7093
1991-12-18,order categorical feature 1 #4,order categorical feature 2 #5216,order categorical feature 3 #489,6776
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #5422,order categorical feature 3 #284,8761
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7859,order categorical feature 3 #429,8566
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7504,order categorical feature 3 #19,6373
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #5400,order categorical feature 3 #391,6428
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #4302,order categorical feature 3 #426,8564
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2732,order categorical feature 3 #424,6699
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8601,order categorical feature 3 #400,6113
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8601,order categorical feature 3 #187,4684
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8572,order categorical feature 3 #103,8563
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #1778,order categorical feature 3 #182,3103
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #1778,order categorical feature 3 #368,8559
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #1778,order categorical feature 3 #70,8558
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7220,order categorical feature 3 #277,3046
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #42,order categorical feature 3 #231,5869
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #631,order categorical feature 3 #429,8557
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #93,order categorical feature 3 #489,7090
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #4174,order categorical feature 3 #459,6020
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #150,order categorical feature 3 #73,8496
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #3292,order categorical feature 3 #151,8555
1991-12-17,order categorical feature 1 #7,order categorical feature 2 #8522,order categorical feature 3 #294,2356
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #3128,order categorical feature 3 #443,8553
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8095,order categorical feature 3 #332,4849
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #468,order categorical feature 3 #401,8152
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #6137,order categorical feature 3 #84,8439
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2070,order categorical feature 3 #289,3591
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #5323,order categorical feature 3 #442,6362
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #9061,order categorical feature 3 #368,7236
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #9061,order categorical feature 3 #314,8561
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #9061,order categorical feature 3 #316,8562
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #9061,order categorical feature 3 #188,8560
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #4878,order categorical feature 3 #297,5601
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #530,order categorical feature 3 #423,6919
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #2398,order categorical feature 3 #37,8550
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2398,order categorical feature 3 #265,8549
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #8419,order categorical feature 3 #423,8453
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #5344,order categorical feature 3 #74,8554
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #5344,order categorical feature 3 #73,8405
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #3646,order categorical feature 3 #307,1522
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2471,order categorical feature 3 #22,8480
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2471,order categorical feature 3 #219,8479
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7703,order categorical feature 3 #451,6329
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7703,order categorical feature 3 #489,8399
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #7703,order categorical feature 3 #56,8486
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #2388,order categorical feature 3 #68,8485
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #2388,order categorical feature 3 #301,8484
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #2441,order categorical feature 3 #112,7324
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #4771,order categorical feature 3 #315,7384
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #327,order categorical feature 3 #122,6116
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #327,order categorical feature 3 #73,8459
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #6722,order categorical feature 3 #172,6075
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #1052,order categorical feature 3 #51,8478
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #6189,order categorical feature 3 #433,8482
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #4008,order categorical feature 3 #333,8474
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #2420,order categorical feature 3 #316,4726
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #2420,order categorical feature 3 #288,8483
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8432,order categorical feature 3 #299,8476
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #8432,order categorical feature 3 #459,8477
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #5666,order categorical feature 3 #429,8472
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #1351,order categorical feature 3 #108,8471
1991-12-17,order categorical feature 1 #4,order categorical feature 2 #1603,order categorical feature 3 #489,7139
1991-12-17,order categorical feature 1 #1,order categorical feature 2 #73,order categorical feature 3 #84,8457
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #9083,order categorical feature 3 #297,8286
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #9083,order categorical feature 3 #413,6401
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #9083,order categorical feature 3 #187,7970
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #2243,order categorical feature 3 #459,7542
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #11,order categorical feature 3 #423,8452
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #5992,order categorical feature 3 #291,8469
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #2312,order categorical feature 3 #298,8351
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #6842,order categorical feature 3 #459,5559
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #284,order categorical feature 3 #391,8467
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #284,order categorical feature 3 #329,8466
1991-12-16,order categorical feature 1 #7,order categorical feature 2 #2516,order categorical feature 3 #134,8456
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #2516,order categorical feature 3 #189,8468
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #2516,order categorical feature 3 #202,7081
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #2516,order categorical feature 3 #420,8455
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #403,order categorical feature 3 #391,7978
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #403,order categorical feature 3 #112,8454
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #1348,order categorical feature 3 #116,8487
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #3566,order categorical feature 3 #113,7367
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #3594,order categorical feature 3 #323,8464
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #3594,order categorical feature 3 #342,8465
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #9025,order categorical feature 3 #83,5107
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #9025,order categorical feature 3 #73,8268
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #6050,order categorical feature 3 #37,4111
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #3335,order categorical feature 3 #19,4856
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #2740,order categorical feature 3 #442,8462
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #4438,order categorical feature 3 #139,6117
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #4438,order categorical feature 3 #180,8449
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #4438,order categorical feature 3 #443,8450
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #6831,order categorical feature 3 #122,6879
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #3362,order categorical feature 3 #316,8446
1991-12-16,order categorical feature 1 #8,order categorical feature 2 #3363,order categorical feature 3 #68,8448
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #1194,order categorical feature 3 #195,6826
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #7851,order categorical feature 3 #425,7186
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #7851,order categorical feature 3 #73,8447
1991-12-16,order categorical feature 1 #1,order categorical feature 2 #3396,order categorical feature 3 #496,6433
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #3316,order categorical feature 3 #487,7219
1991-12-16,order categorical feature 1 #6,order categorical feature 2 #8623,order categorical feature 3 #350,6439
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #182,order categorical feature 3 #239,1538
1991-12-16,order categorical feature 1 #4,order categorical feature 2 #5814,order categorical feature 3 #388,8435
1991-12-15,order categorical feature 1 #1,order categorical feature 2 #8010,order categorical feature 3 #358,5917
1991-12-15,order categorical feature 1 #4,order categorical feature 2 #991,order categorical feature 3 #477,5721
