order_date_col,order categorical feature 1,order categorical feature 2,order categorical feature 3,join_col
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #5834,order categorical feature 3 #121,1809
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #70,order categorical feature 3 #1,4014
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6482,order categorical feature 3 #19,6537
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6482,order categorical feature 3 #61,6536
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6482,order categorical feature 3 #195,2342
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #3423,order categorical feature 3 #289,1404
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #4257,order categorical feature 3 #355,6534
1991-10-15,order categorical feature 1 #8,order categorical feature 2 #2624,order categorical feature 3 #1,4238
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #2872,order categorical feature 3 #62,2491
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #2216,order categorical feature 3 #350,6527
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #2216,order categorical feature 3 #130,6528
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8281,order categorical feature 3 #424,6478
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6439,order categorical feature 3 #171,6526
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8458,order categorical feature 3 #438,4116
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8458,order categorical feature 3 #430,4008
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #1609,order categorical feature 3 #463,4054
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #1609,order categorical feature 3 #277,1536
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #1609,order categorical feature 3 #158,4200
1991-10-15,order categorical feature 1 #6,order categorical feature 2 #1609,order categorical feature 3 #401,4214
1991-10-15,order categorical feature 1 #8,order categorical feature 2 #6862,order categorical feature 3 #148,4499
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #295,order categorical feature 3 #51,6524
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #1395,order categorical feature 3 #447,6523
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #7413,order categorical feature 3 #77,3969
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8023,order categorical feature 3 #27,6482
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8023,order categorical feature 3 #147,518
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #5166,order categorical feature 3 #141,6467
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8505,order categorical feature 3 #278,6466
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #8505,order categorical feature 3 #137,6525
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #5873,order categorical feature 3 #205,6449
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #7793,order categorical feature 3 #286,1873
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #7793,order categorical feature 3 #39,6465
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #7793,order categorical feature 3 #354,6464
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #4342,order categorical feature 3 #91,6463
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6089,order categorical feature 3 #130,6448
1991-10-15,order categorical feature 1 #8,order categorical feature 2 #6864,order categorical feature 3 #19,6392
1991-10-15,order categorical feature 1 #8,order categorical feature 2 #6864,order categorical feature 3 #300,6451
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #6483,order categorical feature 3 #367,4358
1991-10-15,order categorical feature 1 #4,order categorical feature 2 #3855,order categorical feature 3 #442,2872
1991-10-15,order categorical feature 1 #1,order categorical feature 2 #6441,order categorical feature 3 #477,2962
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7524,order categorical feature 3 #489,6460
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1027,order categorical feature 3 #314,6535
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #6853,order categorical feature 3 #293,685
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7848,order categorical feature 3 #489,6459
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #4554,order categorical feature 3 #151,6458
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #6505,order categorical feature 3 #282,6457
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #4613,order categorical feature 3 #301,6456
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #4613,order categorical feature 3 #301,6455
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5947,order categorical feature 3 #316,6454
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #8688,order categorical feature 3 #148,3267
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #3008,order categorical feature 3 #245,6447
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #1794,order categorical feature 3 #317,2528
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #2316,order categorical feature 3 #122,6452
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #9020,order categorical feature 3 #32,6445
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #9020,order categorical feature 3 #195,3574
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #9020,order categorical feature 3 #333,6446
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #2773,order categorical feature 3 #139,6444
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #6629,order categorical feature 3 #329,6430
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #6489,order categorical feature 3 #185,6443
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #9134,order categorical feature 3 #302,6421
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #1323,order categorical feature 3 #322,662
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #1323,order categorical feature 3 #122,5573
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #6969,order categorical feature 3 #278,6429
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #4232,order categorical feature 3 #391,6428
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1383,order categorical feature 3 #464,6442
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1383,order categorical feature 3 #316,6441
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #8277,order categorical feature 3 #497,3168
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1842,order categorical feature 3 #423,6396
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5325,order categorical feature 3 #122,6427
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #8842,order categorical feature 3 #122,6589
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5267,order categorical feature 3 #462,6440
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5267,order categorical feature 3 #17,4140
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5008,order categorical feature 3 #122,6426
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #512,order categorical feature 3 #122,6425
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #5017,order categorical feature 3 #317,6424
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5047,order categorical feature 3 #462,3452
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #5728,order categorical feature 3 #113,6423
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7151,order categorical feature 3 #350,6439
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7151,order categorical feature 3 #496,6438
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7151,order categorical feature 3 #323,6437
1991-10-14,order categorical feature 1 #8,order categorical feature 2 #3573,order categorical feature 3 #288,6422
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #8737,order categorical feature 3 #401,4519
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1749,order categorical feature 3 #17,6435
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #1749,order categorical feature 3 #333,6436
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #7760,order categorical feature 3 #283,3484
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #7760,order categorical feature 3 #288,6522
1991-10-14,order categorical feature 1 #1,order categorical feature 2 #7760,order categorical feature 3 #266,2611
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #6485,order categorical feature 3 #496,6433
1991-10-14,order categorical feature 1 #4,order categorical feature 2 #7485,order categorical feature 3 #401,3319
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #5764,order categorical feature 3 #18,6420
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8929,order categorical feature 3 #438,4814
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #2368,order categorical feature 3 #77,6419
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8579,order categorical feature 3 #137,4078
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #2214,order categorical feature 3 #231,5298
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #2214,order categorical feature 3 #242,6431
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #2214,order categorical feature 3 #490,6411
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #2214,order categorical feature 3 #180,6412
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #3951,order categorical feature 3 #122,6418
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #6330,order categorical feature 3 #1,6471
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #1082,order categorical feature 3 #307,3300
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #32,order categorical feature 3 #297,6417
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #6125,order categorical feature 3 #413,6406
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #8940,order categorical feature 3 #332,6416
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #7888,order categorical feature 3 #122,6474
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #1164,order categorical feature 3 #350,6404
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #8313,order categorical feature 3 #206,6469
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #6287,order categorical feature 3 #296,3115
1991-10-13,order categorical feature 1 #1,order categorical feature 2 #6459,order categorical feature 3 #122,6415
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #4356,order categorical feature 3 #413,6413
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #4356,order categorical feature 3 #202,5675
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8265,order categorical feature 3 #278,6403
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #5735,order categorical feature 3 #350,6402
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #1227,order categorical feature 3 #42,6390
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8988,order categorical feature 3 #297,6389
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #4617,order categorical feature 3 #139,6388
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #3295,order categorical feature 3 #443,2070
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #7001,order categorical feature 3 #414,6387
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #7250,order categorical feature 3 #413,6401
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #5503,order categorical feature 3 #463,6400
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #3451,order categorical feature 3 #274,4360
1991-10-13,order categorical feature 1 #8,order categorical feature 2 #6423,order categorical feature 3 #468,1639
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #4845,order categorical feature 3 #423,6358
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #3178,order categorical feature 3 #288,2350
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #1294,order categorical feature 3 #27,6386
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8224,order categorical feature 3 #442,6385
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8224,order categorical feature 3 #191,6383
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #8224,order categorical feature 3 #490,6384
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #3596,order categorical feature 3 #265,1057
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #7261,order categorical feature 3 #18,3037
1991-10-13,order categorical feature 1 #4,order categorical feature 2 #5684,order categorical feature 3 #122,6382
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6317,order categorical feature 3 #122,6376
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #341,order categorical feature 3 #332,6374
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #341,order categorical feature 3 #1,2472
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #4852,order categorical feature 3 #19,6373
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #399,order categorical feature 3 #19,4535
1991-10-12,order categorical feature 1 #1,order categorical feature 2 #2682,order categorical feature 3 #143,6381
1991-10-12,order categorical feature 1 #1,order categorical feature 2 #1539,order categorical feature 3 #151,6380
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #7346,order categorical feature 3 #459,6370
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6714,order categorical feature 3 #423,6357
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #4087,order categorical feature 3 #469,3293
1991-10-12,order categorical feature 1 #1,order categorical feature 2 #1436,order categorical feature 3 #77,5235
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6934,order categorical feature 3 #231,3422
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6934,order categorical feature 3 #334,6369
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1978,order categorical feature 3 #36,6521
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1978,order categorical feature 3 #325,6520
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1978,order categorical feature 3 #256,6519
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #8048,order categorical feature 3 #446,3212
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #8048,order categorical feature 3 #490,6368
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #8048,order categorical feature 3 #484,4366
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1189,order categorical feature 3 #131,6377
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #5759,order categorical feature 3 #191,6366
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #8396,order categorical feature 3 #32,1619
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #174,order categorical feature 3 #401,6207
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #174,order categorical feature 3 #302,2846
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #174,order categorical feature 3 #170,6206
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #174,order categorical feature 3 #195,5748
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #4293,order categorical feature 3 #20,6365
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #8315,order categorical feature 3 #185,6364
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1744,order categorical feature 3 #17,3249
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #7864,order categorical feature 3 #494,5823
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #7864,order categorical feature 3 #490,6378
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1865,order categorical feature 3 #325,4356
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6001,order categorical feature 3 #316,6379
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1005,order categorical feature 3 #122,6391
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1530,order categorical feature 3 #307,2059
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1635,order categorical feature 3 #442,6362
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1635,order categorical feature 3 #199,6361
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1371,order categorical feature 3 #187,6342
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #2654,order categorical feature 3 #423,6313
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #2858,order categorical feature 3 #21,6344
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #5093,order categorical feature 3 #277,6351
1991-10-12,order categorical feature 1 #1,order categorical feature 2 #5093,order categorical feature 3 #383,1069
1991-10-12,order categorical feature 1 #1,order categorical feature 2 #1203,order categorical feature 3 #433,6347
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #1638,order categorical feature 3 #464,6354
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6825,order categorical feature 3 #263,6349
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #3979,order categorical feature 3 #443,4651
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #406,order categorical feature 3 #138,6352
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #3035,order categorical feature 3 #212,1033
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #3035,order categorical feature 3 #171,6353
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #41,order categorical feature 3 #489,6355
1991-10-12,order categorical feature 1 #4,order categorical feature 2 #6555,order categorical feature 3 #133,6346
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #706,order categorical feature 3 #122,6345
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #1632,order categorical feature 3 #303,6350
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #539,order categorical feature 3 #477,6343
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #539,order categorical feature 3 #490,6341
1991-10-11,order categorical feature 1 #1,order categorical feature 2 #7613,order categorical feature 3 #154,2791
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #3041,order categorical feature 3 #490,6340
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #526,order categorical feature 3 #423,6314
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #2015,order categorical feature 3 #424,6317
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #8832,order categorical feature 3 #333,5059
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #8832,order categorical feature 3 #492,6339
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6476,order categorical feature 3 #423,6316
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #889,order categorical feature 3 #423,6315
1991-10-11,order categorical feature 1 #1,order categorical feature 2 #2375,order categorical feature 3 #433,6348
1991-10-11,order categorical feature 1 #8,order categorical feature 2 #1919,order categorical feature 3 #433,6371
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #2250,order categorical feature 3 #91,5045
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #4597,order categorical feature 3 #350,6338
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #1968,order categorical feature 3 #423,6312
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #2975,order categorical feature 3 #423,6311
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6136,order categorical feature 3 #17,2476
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6152,order categorical feature 3 #51,6333
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6540,order categorical feature 3 #195,6372
1991-10-11,order categorical feature 1 #1,order categorical feature 2 #907,order categorical feature 3 #122,5105
1991-10-11,order categorical feature 1 #1,order categorical feature 2 #907,order categorical feature 3 #180,477
1991-10-11,order categorical feature 1 #1,order categorical feature 2 #907,order categorical feature 3 #297,6468
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6350,order categorical feature 3 #489,6331
1991-10-11,order categorical feature 1 #8,order categorical feature 2 #2707,order categorical feature 3 #475,6588
1991-10-11,order categorical feature 1 #8,order categorical feature 2 #2707,order categorical feature 3 #430,3737
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #5305,order categorical feature 3 #442,3868
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #5305,order categorical feature 3 #451,6329
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #5305,order categorical feature 3 #443,4766
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #5305,order categorical feature 3 #354,6328
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #1086,order categorical feature 3 #443,6330
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #2776,order categorical feature 3 #427,2545
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6866,order categorical feature 3 #310,6326
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #6866,order categorical feature 3 #278,6327
1991-10-11,order categorical feature 1 #4,order categorical feature 2 #8870,order categorical feature 3 #424,6259
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #9053,order categorical feature 3 #122,6286
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3469,order categorical feature 3 #302,6323
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3249,order categorical feature 3 #130,6321
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3249,order categorical feature 3 #279,6322
1991-10-10,order categorical feature 1 #8,order categorical feature 2 #4632,order categorical feature 3 #91,6285
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #9106,order categorical feature 3 #110,6283
1991-10-10,order categorical feature 1 #1,order categorical feature 2 #6973,order categorical feature 3 #350,6320
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #2004,order categorical feature 3 #172,6280
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #7656,order categorical feature 3 #289,4045
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #8661,order categorical feature 3 #447,6319
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #8661,order categorical feature 3 #445,6318
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #8893,order categorical feature 3 #263,6281
1991-10-10,order categorical feature 1 #1,order categorical feature 2 #2288,order categorical feature 3 #423,6258
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3318,order categorical feature 3 #360,5047
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #4965,order categorical feature 3 #263,6282
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #4965,order categorical feature 3 #423,6257
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #2605,order categorical feature 3 #423,6256
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #764,order categorical feature 3 #42,3208
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #4417,order categorical feature 3 #459,6279
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #5392,order categorical feature 3 #384,6290
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #5392,order categorical feature 3 #357,5184
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #5392,order categorical feature 3 #414,6289
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #5392,order categorical feature 3 #306,6287
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #2644,order categorical feature 3 #289,844
1991-10-10,order categorical feature 1 #8,order categorical feature 2 #6699,order categorical feature 3 #451,6278
1991-10-10,order categorical feature 1 #8,order categorical feature 2 #6699,order categorical feature 3 #380,2144
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #8746,order categorical feature 3 #445,6295
1991-10-10,order categorical feature 1 #8,order categorical feature 2 #2832,order categorical feature 3 #488,4624
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #2389,order categorical feature 3 #443,2109
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3017,order categorical feature 3 #187,6302
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #3017,order categorical feature 3 #231,6299
1991-10-10,order categorical feature 1 #4,order categorical feature 2 #7958,order categorical feature 3 #95,6305
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #6258,order categorical feature 3 #242,6308
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #6258,order categorical feature 3 #235,6309
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #7017,order categorical feature 3 #158,5443
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #3997,order categorical feature 3 #489,6306
1991-10-09,order categorical feature 1 #8,order categorical feature 2 #7618,order categorical feature 3 #414,6277
1991-10-09,order categorical feature 1 #8,order categorical feature 2 #7618,order categorical feature 3 #430,6276
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #2101,order categorical feature 3 #274,6301
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #2101,order categorical feature 3 #242,6300
1991-10-09,order categorical feature 1 #1,order categorical feature 2 #6402,order categorical feature 3 #289,3198
1991-10-09,order categorical feature 1 #1,order categorical feature 2 #6402,order categorical feature 3 #429,1804
1991-10-09,order categorical feature 1 #8,order categorical feature 2 #5537,order categorical feature 3 #310,1513
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #5186,order categorical feature 3 #31,6298
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #3584,order categorical feature 3 #17,5451
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #2921,order categorical feature 3 #427,6310
1991-10-09,order categorical feature 1 #1,order categorical feature 2 #8717,order categorical feature 3 #61,4482
1991-10-09,order categorical feature 1 #1,order categorical feature 2 #8717,order categorical feature 3 #400,5181
1991-10-09,order categorical feature 1 #1,order categorical feature 2 #8717,order categorical feature 3 #189,6296
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #4442,order categorical feature 3 #77,6291
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #4442,order categorical feature 3 #459,6293
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #5540,order categorical feature 3 #300,6273
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #1980,order categorical feature 3 #122,6288
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #3247,order categorical feature 3 #19,6269
1991-10-09,order categorical feature 1 #4,order categorical feature 2 #3247,order categorical feature 3 #446,4935
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #4313,order categorical feature 3 #122,6272
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #2710,order categorical feature 3 #315,3401
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #4890,order categorical feature 3 #187,3318
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #4890,order categorical feature 3 #359,6268
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #2934,order categorical feature 3 #122,6271
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #8426,order categorical feature 3 #453,6267
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #8426,order categorical feature 3 #469,4003
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #9126,order categorical feature 3 #286,1850
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #7344,order categorical feature 3 #148,3600
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #8652,order categorical feature 3 #445,3744
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #8652,order categorical feature 3 #447,1980
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #8652,order categorical feature 3 #343,960
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #4886,order categorical feature 3 #122,6270
1991-10-08,order categorical feature 1 #8,order categorical feature 2 #6292,order categorical feature 3 #51,6337
1991-10-08,order categorical feature 1 #1,order categorical feature 2 #8931,order categorical feature 3 #280,5040
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #4380,order categorical feature 3 #401,6266
1991-10-08,order categorical feature 1 #1,order categorical feature 2 #6009,order categorical feature 3 #445,6265
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #8833,order categorical feature 3 #414,6261
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #7281,order categorical feature 3 #497,6255
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #7281,order categorical feature 3 #429,2588
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #7534,order categorical feature 3 #20,6254
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #1618,order categorical feature 3 #489,6253
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #1891,order categorical feature 3 #414,6251
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #557,order categorical feature 3 #469,6252
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #2679,order categorical feature 3 #158,2133
1991-10-08,order categorical feature 1 #4,order categorical feature 2 #6541,order categorical feature 3 #243,3496
